ticker,name,sector,industry,country,list_market_cap,list_price,list_volume
A,Agilent Technologies Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments,United States,48728583125.0,172.84,3053449
AA,Alcoa Corporation Common Stock,Industrials,Aluminum,United States,11263655113.0,42.68,4592243
AAC,Ares Acquisition Corporation III Class A Ordinary Shares,Industrials,Metal Fabrications,,710984898.0,10.07,4511
AACG,ATA Creativity Global American Depositary Shares,Real Estate,Other Consumer Services,China,56523895.0,0.8256,2762
AACI,Armada Acquisition Corp. III Class A Ordinary Share,Finance,Blank Checks,United States,0.0,10.05,25183
AACIW,Armada Acquisition Corp. III Warrant,Finance,Blank Checks,United States,0.0,0.2209,9845
AACO,Abony Acquisition Corp. I Class A Ordinary Share,Other,,United States,0.0,10.0,12
AACOU,Abony Acquisition Corp. I Units,Other,,United States,0.0,10.1,525
AACP,Apogee Acquisition Corp Class A Ordinary Shares,Finance,Blank Checks,United States,0.0,10.1,9
AADX,Applied Aerospace & Defense Inc. Common Stock,Industrials,Military/Government/Technical,,2196293419.0,12.74,1687216
AAL,American Airlines Group Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services,United States,8837298846.0,13.35,84063209
AAME,Atlantic American Corporation Common Stock,Finance,Life Insurance,United States,26720369.0,1.31,9258
AAMI,Acadian Asset Management Inc. Common Stock,Finance,Investment Managers,United Kingdom,3311938745.0,93.32,254634
AAOI,Applied Optoelectronics Inc. Common Stock,Technology,Semiconductors,United States,8578082378.0,101.03,5553225
AAON,AAON Inc. Common Stock,Industrials,Industrial Machinery/Components,United States,6948368159.0,84.27,1316006
AAP,Advance Auto Parts Inc.,Consumer Discretionary,Auto & Home Supply Stores,United States,2502372000.0,41.43,1668912
AAPG,Ascentage Pharma Group International American Depository Shares,Health Care,Biotechnology: Pharmaceutical Preparations,China,1421424246.0,15.23,15456
AAPL,Apple Inc. Common Stock,Technology,Computer Manufacturing,United States,4902476945600.0,335.92,24733329
AARD,Aardvark Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,121460895.0,5.55,96102
AAT,American Assets Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,1319576537.0,21.49,290837
AAUC,Allied Gold Corporation Common Shares,Other,,,3072621041.0,22.05,404760
AB,AllianceBernstein Holding L.P.  Units,Finance,Investment Managers,United States,3295793505.0,35.41,516371
ABAT,American Battery Technology Company Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),United States,320799956.0,2.25,2027343
ABBV,AbbVie Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,468498134599.0,265.12,3458170
ABCB,Ameris Bancorp Common Stock,Finance,Major Banks,United States,5488701078.0,81.79,478928
ABCL,AbCellera Biologics Inc. Common Shares,Health Care,Biotechnology: Pharmaceutical Preparations,Canada,4097404942.0,12.65,4990691
ABEO,Abeona Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,310509212.0,5.43,852444
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),Consumer Staples,Beverages (Production/Distribution),Brazil,45866368780.0,2.91,11181678
ABG,Asbury Automotive Group Inc Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States,3230267945.0,179.94,222705
ABLV,Able View Global Inc. Class B Ordinary Shares,Consumer Discretionary,Other Consumer Services,China,62951742.0,1.14,210603
ABLVW,Able View Global Inc. Warrant,Consumer Discretionary,Other Consumer Services,China,723393.0,0.0131,5829
ABM,ABM Industries Incorporated Common Stock,Consumer Discretionary,Diversified Commercial Services,United States,2903766888.0,49.54,370267
ABNB,Airbnb Inc. Class A Common Stock,Consumer Discretionary,Diversified Commercial Services,United States,90650164398.0,151.39,8597733
ABOS,Acumen Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States,161629132.0,2.235,265865
ABR,Arbor Realty Trust Common Stock,Real Estate,Real Estate Investment Trusts,United States,759291235.0,4.07,7302578
ABR^D,Arbor Realty Trust 6.375% Series D Cumulative Redeemable Preferred Stock Liquidation Preference $25.00 per Share,Other,,United States,,15.2,8625
ABR^E,Arbor Realty Trust 6.25% Series E Cumulative Redeemable Preferred Stock,Other,,United States,,15.01,5458
ABR^F,Arbor Realty Trust 6.25% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock Liquidation Preference $25.00 per share,Other,,United States,,21.6,8001
ABSI,Absci Corporation Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,United States,1775346933.0,10.345,3388162
ABT,Abbott Laboratories Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,174889839727.0,101.07,6216822
ABTC,American Bitcoin Corp. Class A Common Stock,Finance,Finance: Consumer Services,United States,699069245.0,9.6,1351716
ABTS,Abits Group Inc Ordinary Shares,Finance,Finance: Consumer Services,China,4050201.0,1.26,11809
ABUS,Arbutus Biopharma Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,Canada,965497435.0,4.88,6263027
ABVC,ABVC BioPharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,29053258.0,1.09,64298
ABVX,Abivax SA American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,France,8167788535.0,94.87,1663284
ABX,Abacus Global Management Inc. Class A Common Stock,Finance,Investment Managers,United States,808741899.0,8.27,960678
ABXL,Abacus Global Management Inc. 9.875% Fixed Rate Senior Notes due 2028,Finance,Investment Managers,United States,1890918620.0,25.33,12046
ACA,Arcosa Inc. Common Stock,Industrials,Metal Fabrications,United States,7195129655.0,146.52,768177
ACAA,Averin Capital Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks,United States,0.0,10.02,12913
ACAD,ACADIA Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,3821736389.0,22.18,6761781
ACB,Aurora Cannabis Inc. Common Shares,Health Care, Medicinal Chemicals and Botanical Products ,Canada,257740804.0,4.16,693005
ACCL,Acco Group Holdings Limited Class A Ordinary Shares,Consumer Discretionary,Professional Services,Hong Kong,35167000.0,2.53,13258
ACCO,Acco Brands Corporation Common Stock,Consumer Discretionary,Publishing,United States,396922542.0,4.3,485112
ACCS,ACCESS Newswire Inc. Common Stock,Consumer Discretionary,Professional Services,United States,18217967.0,4.76,4101
ACDC,ProFrac Holding Corp. Class A Common Stock,Energy,Oilfield Services/Equipment,United States,826837339.0,4.54,894466
ACEL,Accel Entertainment Inc.,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States,896375964.0,11.04,405558
ACET,Adicet Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,77419522.0,8.27,358567
ACFN,Acorn Energy Inc. Common Stock,Consumer Discretionary,Military/Government/Technical,United States,52200054.0,20.8,9289
ACGC,ACP Holdings Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks,United States,0.0,10.055,10182
ACGCU,ACP Holdings Acquisition Corp. Units,Finance,Blank Checks,United States,0.0,10.25,2500
ACGCW,ACP Holdings Acquisition Corp. Warrants,Finance,Blank Checks,United States,0.0,0.43,11112
ACGL,Arch Capital Group Ltd. Common Stock,Finance,Property-Casualty Insurers,Bermuda,32423591553.0,95.02,4550671
ACGLN,Arch Capital Group Ltd. Depositary Shares each Representing a 1/1000th Interest in a 4.550% Non-Cumulative Preferred Share Series G,Finance,Property-Casualty Insurers,Bermuda,5217393337.0,15.29,38974
ACGLO,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of 5.45% Non-Cumulative Preferred Shares Series F,Finance,Property-Casualty Insurers,Bermuda,6428756734.0,18.84,35749
ACH,Accendra Health Inc. Common Stock,Health Care,Medical Specialities,United States,56386529.0,0.7332,1308192
ACHC,Acadia Healthcare Company Inc. Common Stock,Health Care,Medical Specialities,United States,2588187645.0,27.8,2178779
ACHR,Archer Aviation Inc. Class A Common Stock,Industrials,Aerospace,United States,4444007767.0,5.71,28725289
ACHV,Achieve Life Sciences Inc. Common Shares,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,United States,805726497.0,7.83,1141112
ACI,Albertsons Companies Inc. Class A Common Stock,Consumer Staples,Food Chains,United States,5799641912.0,11.95,5624459
ACIC,American Coastal Insurance Corporation Common Stock,Finance,Property-Casualty Insurers,United States,428755480.0,9.07,482094
ACIU,AC Immune SA Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,Switzerland,270717704.0,2.66,265297
ACIW,ACI Worldwide Inc. Common Stock,Technology,Computer Software: Prepackaged Software,United States,5009399058.0,49.62,492056
ACLS,Axcelis Technologies Inc. Common Stock,Technology,Industrial Machinery/Components,United States,3586576132.0,116.14,385617
ACM,AECOM Common Stock,Consumer Discretionary,Military/Government/Technical,United States,7531314791.0,58.52,1402544
ACMR,ACM Research Inc. Class A Common Stock,Technology,Industrial Machinery/Components,United States,5305875751.0,76.18,1583603
ACN,Accenture plc Class A Ordinary Shares (Ireland),Consumer Discretionary,Business Services,Ireland,118422986356.0,177.41,4639285
ACNB,ACNB Corporation Common Stock,Finance,Major Banks,United States,645180359.0,63.44,57872
ACNT,Ascent Industries Co. Common Stock,Industrials,Major Chemicals,United States,131898392.0,14.64,18924
ACOG,Alpha Cognition Inc. Common Stock,Other,,Canada,186604071.0,8.57,141367
ACON,Aclarion Inc. Common Stock,Health Care,Medical Specialities,United States,7580636.0,2.63,61397
ACP,abrdn Income Credit Strategies Fund Common Shares,Finance,Investment Managers,United States,0.0,4.46,1070448
ACP^A,abrdn Income Credit Strategies Fund 5.250% Series A Perpetual Preferred Stock,Other,,United States,,18.36,5261
ACR,ACRES Commercial Realty Corp. Common Stock,Real Estate,Real Estate Investment Trusts,United States,81963944.0,10.96,44476
ACR^C,ACRES Commercial Realty Corp. 8.625% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock,Other,,United States,,23.79,4884
ACR^D,ACRES Commercial Realty Corp. 7.875% Series D Cumulative Redeemable Preferred Stock,Other,,United States,,18.8701,9143
ACRE,Ares Commercial Real Estate Corporation Common Stock,Real Estate,Real Estate Investment Trusts,United States,230246619.0,4.15,751780
ACRS,Aclaris Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,791930044.0,5.38,2489001
ACRV,Acrivon Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,90849127.0,2.12,317078
ACT,Enact Holdings Inc. Common Stock,Finance,Specialty Insurers,United States,6496103455.0,47.25,378122
ACTG,Acacia Research Corporation (Acacia Tech) Common Stock,Miscellaneous,Multi-Sector Companies,United States,420599130.0,4.31,156270
ACTU,Actuate Therapeutics Inc. Common stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,14888805.0,0.62,273399
ACU,Acme United Corporation. Common Stock,Consumer Discretionary,Industrial Machinery/Components,United States,242719334.0,63.31,26750
ACV,Virtus Diversified Income & Convertible Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services,United States,258452073.0,24.94,29155
ACVA,ACV Auctions Inc. Class A Common Stock,Consumer Discretionary,Business Services,United States,1776191471.0,10.46,6090748
ACXP,Acurx Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,7560791.0,1.36,48076
AD,Array Digital Infrastructure Inc. Common Shares,Telecommunications,Telecommunications Equipment,United States,2983385000.0,34.49,231520
ADAC,American Drive Acquisition Company Class A Ordinary Shares,Other,,United States,0.0,10.12,24
ADACW,American Drive Acquisition Company Warrant,Other,,United States,0.0,0.37,6
ADAG,Adagene Inc. American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,China,196833750.0,2.98,317099
ADAM,Adamas Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,731621458.0,8.14,1327352
ADAMG,Adamas Trust Inc. 9.125% Senior Notes Due 2030,Real Estate,Real Estate Investment Trusts,United States,0.0,24.99,6709
ADAMH,Adamas Trust Inc. 9.875% Senior Notes Due 2030,Real Estate,Real Estate Investment Trusts,United States,0.0,25.16,25478
ADAMI,Adamas Trust Inc. 9.125% Senior Notes Due 2029,Real Estate,Real Estate Investment Trusts,United States,2265392019.0,25.01,4764
ADAMK,Adamas Trust Inc. 9.600% Senior Notes Due 2031,Real Estate,Real Estate Investment Trusts,United States,0.0,25.085,13261
ADAML,Adamas Trust Inc. 6.875% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,Real Estate,Real Estate Investment Trusts,United States,2249691044.0,25.03,11170
ADAMM,Adamas Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,United States,2304059326.0,25.6349,11415
ADAMN,Adamas Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,United States,2202054757.0,24.5,10162
ADAMO,Adamas Trust Inc. 9.250% Senior Notes Due 2031,Real Estate,Real Estate Investment Trusts,United States,0.0,24.874,19584
ADAMZ,Adamas Trust Inc. 7.000% Series G Cumulative Redeemable Preferred Stock $0.01 par value per share,Real Estate,Real Estate Investment Trusts,United States,1630868717.0,18.145,13401
ADBE,Adobe Inc. Common Stock,Technology,Computer Software: Prepackaged Software,United States,92991556000.0,238.93,3679842
ADBT,Advasa Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software,Japan,60347440.0,0.1239,21699151
ADC,Agree Realty Corporation Common Stock,Real Estate,Real Estate Investment Trusts,United States,8355802046.0,67.18,1709128
ADC^A,Agree Realty Corporation Depositary Shares each representing 1/1000th of a 4.250% Series A Cumulative Redeemable Preferred Stock,Other,,United States,,15.52,34297
ADCT,ADC Therapeutics SA Common Shares,Health Care,Biotechnology: Pharmaceutical Preparations,Switzerland,164691327.0,1.29,1575659
ADEA,Adeia Inc. Common Stock,Telecommunications,Cable & Other Pay Television Services,United States,2758106552.0,25.01,734345
ADGM,Adagio Medical Holdings Inc Common Stock,Health Care,Medical/Dental Instruments,United States,4664196.0,0.21,5854449
ADI,Analog Devices Inc. Common Stock,Technology,Semiconductors,United States,185399592564.0,382.61,2372478
ADIG,ADI Global Distribution Inc. Common Stock,Industrials,Wholesale Distributors,United States,1553388631.0,20.46,747046
ADIL,Adial Pharmaceuticals Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,11658952.0,4.44,47382
ADM,Archer-Daniels-Midland Company Common Stock,Consumer Staples,Packaged Foods,United States,39462850656.0,81.88,2735981
ADMA,ADMA Biologics Inc Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States,2132334154.0,9.52,2586582
ADNT,Adient plc Ordinary Shares,Consumer Discretionary,Auto Parts:O.E.M.,United States,1310647844.0,17.0,1150234
ADP,Automatic Data Processing Inc. Common Stock,Technology,EDP Services,United States,104523798732.0,263.11,1993703
ADPT,Adaptive Biotechnologies Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States,4719249048.0,29.57,3610500
ADSE,ADS-TEC ENERGY PLC Ordinary Shares,Consumer Discretionary,Industrial Specialties,Ireland,822670544.0,10.95,9690
ADSEW,ADS-TEC ENERGY PLC Warrant,Consumer Discretionary,Industrial Specialties,Ireland,23290216.0,0.31,2083
ADSK,Autodesk Inc. Common Stock,Technology,Computer Software: Prepackaged Software,United States,44172150000.0,211.35,2105620
ADT,ADT Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services,United States,4646356817.0,6.36,8353897
ADTN,ADTRAN Holdings Inc. Common Stock,Utilities,Telecommunications Equipment,United States,565073558.0,6.935,1278921
ADUR,Aduro Clean Technologies Inc. Common Stock,Industrials,Major Chemicals,Canada,448451635.0,12.56,208027
ADUS,Addus HomeCare Corporation Common Stock,Health Care,Medical/Nursing Services,United States,2129803915.0,114.05,156647
ADV,Advantage Solutions Inc. Class A Common Stock,Consumer Discretionary,Business Services,United States,435314709.0,33.95,49296
ADVB,Advanced Biomed Inc. Common Stock,Health Care,Medical Specialities,Taiwan,10424959.0,6.31,8892
ADX,Adams Diversified Equity Fund Inc.,Finance,Investment Managers,United States,0.0,25.8,231367
ADXN,Addex Therapeutics Ltd American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,Switzerland,5894847.0,3.46,7866
AEAQ,Activate Energy Acquisition Corp. Class A Ordinary Share,Other,,Cayman Islands,0.0,10.08,20
AEBI,Aebi Schmidt Holding AG Common Stock,Industrials,Auto Manufacturing,Switzerland,870665088.0,11.22,509643
AEC,Anfield Energy Inc. Common Shares,Basic Materials,Metal Mining,Canada,71819914.0,3.6,25477
AEE,Ameren Corporation Common Stock,Utilities,Power Generation,United States,27462850499.0,99.2,2330879
AEF,abrdn Emerging Markets ex-China Fund Inc. Common Stock,Finance,Finance/Investors Services,United States,1029606375.0,9.59,50285
AEFC,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,Other,,United States,0.0,17.86,51485
AEG,Aegon Ltd. New York Registry Shares,Finance,Life Insurance,Netherlands,16817853993.0,8.81,4613409
AEHL,Antelope Enterprise Holdings Limited Class A Ordinary Shares,Consumer Discretionary,Telecommunications Equipment,China,169925110.0,8.96,168727
AEHR,Aehr Test Systems Common Stock,Industrials,Electrical Products,United States,3181692971.0,97.42,1706393
AEI,Alset Inc. Common Stock (TX),Finance,Real Estate,United States,29308008.0,0.7535,15658
AEIS,Advanced Energy Industries Inc. Common Stock,Technology,Industrial Machinery/Components,United States,11135224389.0,278.03,432204
AEM,Agnico Eagle Mines Limited Common Stock,Basic Materials,Precious Metals,Canada,98405926292.0,193.88,1578760
AEMD,Aethlon Medical Inc. Common Stock,Health Care,Medical/Dental Instruments,United States,10859723.0,6.77,152253
AENT,Alliance Entertainment Holding Corporation Class A Common Stock,Consumer Discretionary,Durable Goods,United States,248780594.0,4.88,44798
AEO,American Eagle Outfitters Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,United States,2694579195.0,16.08,3817718
AEON,AEON Biopharma Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,12979502.0,0.2602,561675
AEP,American Electric Power Company Inc. Common Stock,Utilities,Electric Utilities: Central,United States,64004796675.0,117.57,3504127
AER,AerCap Holdings N.V. Ordinary Shares,Consumer Discretionary,Diversified Commercial Services,Netherlands,22457220052.0,145.42,1632203
AERO,Grupo Aeromexico S.A.B. de C.V. American Depositary Shares (each representing ten (10) Common Shares),Consumer Discretionary,Air Freight/Delivery Services,,2273175112.0,15.58,275511
AERT,Aeries Technology Inc. Class A Ordinary Share,Consumer Discretionary,Professional Services,United States,37994448.0,7.24,24444
AES,The AES Corporation Common Stock,Industrials,Electric Utilities: Central,United States,10594563656.0,14.85,6161627
AESI,Atlas Energy Solutions Inc. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),United States,1373787926.0,10.99,4427089
AESP,Aeon Acquisition I Corp. Class A Ordinary Shares,Finance,Blank Checks,United States,0.0,9.97,516
AESPR,Aeon Acquisition I Corp. Rights,Finance,Blank Checks,United States,0.0,0.19,105
AESPU,Aeon Acquisition I Corp. Units,Other,,United States,0.0,10.1701,500
AEVA,Aeva Technologies Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,United States,1088803940.0,15.62,1746709
AEXA,American Exceptionalism Acquisition Corp. A Class A Ordinary Shares,Other,,,0.0,11.19,109879
AEYE,AudioEye Inc. Common Stock,Technology,Computer Software: Prepackaged Software,United States,90501653.0,7.2,36693
AFB,AllianceBernstein National Municipal Income Fund Inc,Finance,Trusts Except Educational Religious and Charitable,United States,0.0,9.77,208026
AFCG,Advanced Flower Capital Inc. Common Stock,Finance,Real Estate,United States,78898278.0,3.48,62870
AFG,American Financial Group Inc. Common Stock,Finance,Property-Casualty Insurers,United States,11477989324.0,138.42,333839
AFGB,American Financial Group Inc. 5.875% Subordinated Debentures due 2059,Finance,Property-Casualty Insurers,United States,1830905969.0,22.08,46115
AFGC,American Financial Group Inc. 5.125% Subordinated Debentures due 2059,Finance,Property-Casualty Insurers,United States,1569703351.0,18.93,19948
AFGD,American Financial Group Inc. 5.625% Subordinated Debentures due 2060,Finance,Property-Casualty Insurers,United States,1807687959.0,21.8,19435
AFGE,American Financial Group Inc. 4.500% Subordinated Debentures due 2060,Finance,Property-Casualty Insurers,United States,1415469425.0,17.07,10145
AFJK,Aimei Health Technology Co. Ltd Ordinary Share,Other,,United States,0.0,12.1849,1806
AFJKR,Aimei Health Technology Co. Ltd Right,Other,,United States,0.0,0.087,1010
AFL,AFLAC Incorporated Common Stock,Finance,Accident &Health Insurance,United States,57158149405.0,114.01,1600456
AFRI,Forafric Global PLC Ordinary Shares,Consumer Staples,Packaged Foods,Gibraltar,299298347.0,11.1,10650
AFRIW,Forafric Global PLC Warrants,Consumer Staples,Packaged Foods,Gibraltar,35861874.0,1.33,20784
AFRM,Affirm Holdings Inc. Class A Common Stock,Finance,Finance: Consumer Services,United States,24149239292.0,71.57,6096534
AFYA,Afya Limited Class A Common Shares,Real Estate,Other Consumer Services,Brazil,1286814470.0,13.73,846780
AG,First Majestic Silver Corp. Ordinary Shares (Canada),Basic Materials,Precious Metals,Canada,9246923745.0,18.76,8720163
AGBK,AGI Inc Class A Common Shares,Finance,Commercial Banks,Cayman Islands,930384768.0,5.81,144151
AGCC,Agencia Comercial Spirits Ltd Class A Ordinary Shares,Consumer Staples,Beverages (Production/Distribution),Taiwan,555382418.0,14.895,1347
AGCO,AGCO Corporation Common Stock,Industrials,Industrial Machinery/Components,United States,8138387227.0,116.21,1070370
AGD,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable,United States,0.0,11.86,113656
AGEN,Agenus Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States,383876286.0,8.5,636752
AGI,Alamos Gold Inc. Class A Common Shares,Basic Materials,Precious Metals,Canada,14320820515.0,34.1,4459725
AGIG,Abundia Global Impact Group Inc. Common stock,Energy,Oil & Gas Production,United States,56512411.0,1.28,108027
AGIO,Agios Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,1964191918.0,32.9,1635168
AGL,agilon health inc. Common Stock,Health Care,Misc Health and Biotechnology Services,United States,1273277454.0,75.83,374781
AGM,Federal Agricultural Mortgage Corporation Common Stock,Finance,Finance Companies,United States,2374573816.0,218.79,143841
AGM^D,Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock Series D,Other,,United States,,20.17,4092
AGM^E,Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock Series E,Other,,United States,,19.98,8023
AGM^F,Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock Series F,Other,,United States,,18.29,24048
AGM^G,Federal Agricultural Mortgage Corporation 4.875% Non-Cumulative Preferred Stock Series G,Other,,United States,,17.0599,9627
AGM^H,Federal Agricultural Mortgage Corporation 6.500% Non-Cumulative Preferred Stock Series H,Other,,United States,,21.8101,10166
AGM^I,Federal Agricultural Mortgage Corporation 6.875% Non-Cumulative Preferred Stock Series I,Other,,United States,,24.05,6498
AGMB,AgomAb Therapeutics NV American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Belgium,521043576.0,10.58,64188
AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,Technology,EDP Services,Hong Kong,3665390.0,0.7642,133771
AGNC,AGNC Investment Corp. Common Stock,Real Estate,Real Estate Investment Trusts,United States,11404331520.0,9.62,41903441
AGNCL,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,United States,30087519125.0,25.38,4367
AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,United States,29827068851.0,25.1603,7192
AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,United States,30490582817.0,25.72,18205
AGNCO,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,United States,30360772598.0,25.6105,22022
AGNCP,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,United States,29897842093.0,25.22,83733
AGNCZ,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 8.75% Series H Fixed-Rate Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,United States,29791148763.0,25.13,57290
AGNT,AGNT Inc. Common Stock,Finance,Real Estate,United States,589926318.0,3.53,1889350
AGO,Assured Guaranty Ltd. Common Stock,Finance,Property-Casualty Insurers,Bermuda,3008177827.0,68.4,624145
AGPU,Axe Compute Inc. Common Stock,Health Care,Industrial Specialties,United States,131559257.0,11.35,223664
AGRO,Adecoagro S.A. Common Shares,Consumer Staples,Farming/Seeds/Milling,Luxembourg,1533998994.0,10.63,541360
AGRZ,Agroz Inc. Class A Ordinary Shares,Consumer Staples,Farming/Seeds/Milling,Malaysia,4084697.0,0.2,1285996
AGX,Argan Inc. Common Stock,Consumer Discretionary,Engineering & Construction,United States,5065614753.0,361.06,423631
AGYS,Agilysys Inc. Common Stock (DE),Technology,EDP Services,United States,2811552948.0,99.68,183173
AHCO,AdaptHealth Corp. Common Stock,Health Care,Medical/Nursing Services,United States,759437172.0,5.57,2097969
AHG,Akso Health Group ADS,Consumer Discretionary,Business Services,China,651095175.0,0.76,11603
AHL^D,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,Other,,Bermuda,,17.9,19735
AHL^E,Aspen Insurance Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares,Other,,Bermuda,,17.59,21305
AHL^F,Aspen Insurance Holdings Limited Depositary Shares each representing a 1/1000th Interest in a 7.00% Perpetual Non-Cumulative Preference Share,Other,,Bermuda,,22.68,5486
AHMA,Ambitions Enterprise Management Co. L.L.C Class A Ordinary Shares,Consumer Discretionary,Services-Misc. Amusement & Recreation,United Arab Emirates,40128750.0,1.35,26728
AHR,American Healthcare REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,12197917812.0,52.31,2464041
AHRT,AH Realty Trust Inc. Common Stock,Finance,Real Estate,United States,452033532.0,6.06,873523
AHRT^A,AH Realty Trust Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock,Other,,United States,,20.2387,37217
AHT,Ashford Hospitality Trust Inc Common Stock,Real Estate,Real Estate Investment Trusts,United States,16433328.0,2.54,23505
AHT^D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,Other,,United States,,5.1668,6223
AHT^F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,Other,,United States,,5.2,401
AHT^G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,Other,,United States,,4.5,1938
AHT^H,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,Other,,United States,,4.6464,2669
AHT^I,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,Other,,United States,,4.67,1162
AI,C3.ai Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,United States,1729991251.0,10.76,2812525
